geo_id,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,median_rent,percent_income_spent_on_rent,commuters_16_over,commute_less_10_mins,commute_35_44_mins,commute_60_more_mins,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,employed_pop,unemployed_pop,not_in_labor_force,pop_in_labor_force,bachelors_degree_or_higher_25_64,commuters_by_bus,commuters_by_subway_or_elevated,commuters_by_carpool,group_quarters,households_public_asst_or_food_stamps,no_cars,pop_determined_poverty_status,poverty,gini_index,county,city,zip_code,internal_point_lat,internal_point_lon,area_land_meters,area_water_meters
13485,1009,507,502,49.5,988,4,0,4,0,0,13,1005,7,437,50050,26235,581,525,31.4,463,56,83,37,48,64,32,3,81,59,,20,16,45,25,25,20,32,22,13,63,44,50,20,24,2,16,497,28,344,525,57,7,0,45,0,36,14,1006,115,0.4028,Madison,West edmeston,13485,42.7875277,-75.3152237,114400122,414878
12565,1165,527,638,39.4,1045,25,21,30,0,0,44,1135,0,568,39914,24005,693,788,26.4,507,89,16,13,52,123,150,37,23,4,,95,25,62,22,26,13,42,25,21,64,63,67,9,17,5,12,556,33,349,589,136,0,0,68,0,161,98,1165,245,0.458,Columbia County,Philmont village,12565,42.2471278,-73.6476383,3758956,113677
13801,1413,772,641,46.2,1302,7,11,10,46,0,37,1403,2,609,35592,22710,1055,463,32.9,515,46,46,102,13,70,69,25,79,65,18405,69,28,46,58,43,56,30,26,32,43,71,44,35,5,9,14,552,69,516,621,114,2,0,45,0,165,25,1409,327,0.4695,Chenango,Mc donough,13801,42.5050845,-75.7769695,177555377,1340825
13757,1318,652,666,42.9,1276,2,0,40,0,0,0,1278,3,498,53904,25987,687,706,28.2,592,30,51,54,31,91,163,35,95,42,17675,22,7,30,18,29,11,5,37,58,75,40,79,43,19,19,6,667,18,378,685,194,0,3,76,0,87,36,1318,181,0.3538,Delaware County,Davenport Center CDP,13757,42.4106069,-74.8912286,96326353,224572
13652,1696,813,883,43.4,1663,0,0,13,0,1,7,1683,0,676,45417,23609,900,441,27.9,625,79,62,44,23,109,139,58,65,46,19130,23,56,47,44,48,41,34,43,31,36,84,93,56,21,6,13,670,47,657,717,138,0,0,92,6,126,50,1691,234,0.4203,St. Lawrence County,Hermon village,13652,44.4326614,-75.186773,172006710,2352594
12928,1858,1002,856,45.5,1842,4,5,1,4,0,2,1857,6,765,55521,27870,1159,574,33.9,719,78,93,95,97,158,85,0,95,18,21795,63,78,20,20,44,33,25,25,15,100,70,134,63,20,33,22,808,133,658,941,125,0,0,54,18,134,32,1858,285,0.4452,Essex,Crown point,12928,43.9638367,-73.5832486,195542075,2201774
14838,1786,920,866,45.6,1733,10,11,0,3,8,21,1786,0,755,60368,30504,840,500,36.6,843,27,87,47,40,112,264,101,116,49,22400,33,27,30,50,41,25,32,33,36,68,103,101,76,38,33,29,885,56,539,941,179,0,0,65,0,79,5,1771,181,0.3942,Chemung County,"Erin CDP, Breesport CDP",14838,42.1881257,-76.6623492,93328710,527200
14521,2357,1191,1166,36.9,2252,23,0,43,13,0,26,2314,8,963,49420,29508,1259,592,28.9,919,269,78,83,100,65,58,32,123,111,23180,38,49,58,84,101,55,20,41,42,126,91,87,74,31,39,27,983,67,797,1050,228,8,0,146,41,125,117,2350,312,0.4999,Seneca County,Ovid village,14521,42.6766417,-76.8050025,97895220,53353
11941,2004,948,1056,45.2,1806,0,0,198,0,0,0,1806,4,718,109545,49125,793,1189,32.7,951,43,120,131,177,78,130,35,138,99,28095,7,0,0,0,70,11,0,0,25,34,61,92,146,84,107,81,1005,45,643,1050,369,4,0,53,43,9,23,2004,106,0.3732,Suffolk County,"East Moriches CDP, Remsenburg-Speonk CDP, Eastport CDP",11941,40.8301596,-72.7297614,6363206,338439
14782,2435,1193,1242,37.9,2314,26,9,43,2,0,41,2392,6,902,46641,20620,1124,468,34.4,932,137,23,31,122,123,188,138,150,20,20190,86,32,73,63,44,41,48,43,44,102,81,120,83,19,16,7,1011,103,737,1114,172,6,0,91,0,211,100,2429,531,0.4011,Chautauqua County,Sinclairville village,14782,42.2655083,-79.2638653,142328313,60703
13613,2574,1301,1273,36.7,2461,11,11,13,28,6,44,2561,0,1040,50652,22609,1204,621,21.3,1056,213,48,62,79,156,205,107,107,79,27430,36,20,59,45,40,113,130,28,37,143,134,128,92,22,13,0,1133,45,719,1178,162,0,0,126,5,170,46,2574,403,0.3304,St. Lawrence County,"Winthrop CDP, Brasher Falls CDP",13613,44.8706134,-74.750443,215762922,2090794
13040,2434,1257,1177,42,2290,21,3,80,12,0,28,2354,0,1002,51731,25320,1361,531,30.2,1090,147,72,153,89,67,172,86,173,131,36055,41,71,49,62,62,66,39,60,33,72,112,144,99,55,23,14,1175,67,748,1242,175,0,0,122,0,157,26,2428,322,0.3905,Cortland,Cincinnatus,13040,42.5596492,-75.9307608,248912969,1373898
14757,3298,1640,1658,42.8,3103,104,3,73,0,7,2,3225,5,1284,48162,26075,2590,475,26.6,1117,274,58,22,194,92,74,127,227,49,22900,93,73,68,101,84,45,99,51,53,80,136,160,98,60,37,46,1287,83,1332,1370,355,5,0,128,343,166,62,2965,387,0.4523,Chautauqua County,"Mayville village, Chautauqua CDP",14757,42.2376789,-79.5047092,119621043,244818
14172,2978,1399,1579,44.4,2891,55,7,0,4,3,18,2978,0,1245,60438,37555,1601,706,27.9,1273,134,231,31,83,74,137,75,187,321,39205,31,51,61,65,26,49,75,127,66,68,134,133,149,92,43,75,1375,123,897,1498,409,0,0,37,0,113,76,2978,172,0.4794,Niagara County,Wilson village,14172,43.2726719,-78.8129431,63789248,5328476
12520,2947,1335,1612,41.6,2614,0,78,228,0,0,0,2719,55,1026,105435,41262,1060,1175,23.6,1441,152,68,273,152,229,217,56,125,169,51760,13,15,12,12,36,38,17,37,32,64,92,130,160,134,113,121,1577,49,734,1632,690,37,0,102,78,58,24,2931,112,0.3665,Orange County,"Firthcliffe CDP, Cornwall-on-Hudson village",12520,41.4280171,-73.9961948,10238542,58815
10974,3175,1572,1603,43.3,2432,136,32,531,0,17,27,2644,75,1113,95446,38467,1194,1516,23,1515,112,135,208,101,159,245,246,144,165,47570,65,14,40,18,30,5,29,48,43,73,49,177,133,122,131,136,1672,146,765,1818,695,21,6,125,31,61,73,3170,246,0.3834,Rockland County,Sloatsburg village,10974,41.1680577,-74.1780132,24042477,1966672
13743,3576,1804,1772,45.9,3545,0,0,24,0,0,7,3552,9,1394,60433,28058,1742,581,28.5,1616,249,371,35,124,50,66,191,349,181,46265,45,59,59,47,35,124,32,87,28,172,166,201,180,57,88,14,1686,196,1020,1882,320,9,0,312,0,253,68,3576,323,0.3703,Tioga County,Candor village,13743,42.2118944,-76.338222,152284721,264142
13084,3734,1955,1779,45.3,3415,163,6,13,57,0,80,3721,0,1580,65083,34203,1601,764,51,1630,160,21,136,196,228,452,134,272,31,,17,140,103,73,48,33,102,99,68,78,176,195,186,58,93,111,1812,70,1012,1882,838,0,0,179,0,97,46,3734,475,0.4318,Onondaga,La fayette,13084,42.8811064,-76.1240745,111361883,29632
12027,3815,1910,1905,45,3633,27,45,70,0,0,40,3745,8,1471,101058,48356,1552,839,18.2,1754,197,159,59,68,207,231,260,331,242,46770,25,15,18,16,45,53,28,14,50,78,120,268,179,189,105,268,1939,71,1000,2010,1205,8,0,104,31,71,17,3784,50,0.3884,Schenectady County,East Glenville CDP,12027,42.9354148,-73.9078154,18581714,57932
14057,8284,4270,4014,46.2,8020,0,10,212,0,0,42,8072,42,3278,70298,33852,3506,606,22.1,4284,516,620,182,350,465,582,330,834,405,120745,107,119,157,111,74,90,108,173,162,279,384,517,352,273,259,113,4577,135,2226,4721,1352,42,0,188,117,178,243,8244,507,0.3903,Erie County,Eden CDP,14057,42.6465738,-78.8747818,124825389,174362
14001,9549,4927,4622,45.4,9061,82,81,169,9,0,147,9380,54,4047,60615,33371,4365,649,24.3,4551,837,444,227,569,535,387,452,675,425,115320,169,211,213,84,300,146,206,259,101,304,596,576,419,85,171,207,4718,250,2953,4968,1385,54,0,436,11,453,225,9549,548,0.4456,Erie County,Akron village,14001,43.0365734,-78.5108312,170712290,419077
10992,8951,4426,4525,42.8,6676,491,90,1624,33,20,17,7327,285,3076,97000,38171,3347,804,32.8,4314,438,230,1136,295,358,559,276,335,687,180490,112,130,97,80,108,95,71,83,33,91,283,384,367,390,452,300,4521,192,2361,4713,1828,193,14,470,28,243,228,8931,428,0.3908,Orange County,Washingtonville village,10992,41.4260891,-74.1646637,28725074,85125
13357,10855,5331,5524,40.2,9997,168,114,390,5,0,181,10465,1,4271,49832,24306,4931,536,28.1,4462,967,347,140,623,544,812,411,337,281,95355,256,352,169,279,390,127,144,284,141,240,552,598,336,218,157,28,4768,457,3342,5225,1170,1,0,277,137,975,510,10661,1577,0.4064,Herkimer County,Ilion village,13357,42.9710612,-75.0812094,81693146,368830
12822,6123,3140,2983,42.7,5755,52,0,195,0,0,121,5928,14,2359,57413,25094,2912,729,33.7,2739,385,312,120,205,237,514,392,383,191,69225,113,121,147,65,148,107,124,135,84,198,303,309,263,91,120,31,2890,107,1961,2997,622,10,0,194,47,346,171,6107,677,0.3854,Saratoga County,Corinth village,12822,43.2285923,-73.9222021,170481250,3744992
13029,7243,3497,3746,41.3,6828,0,138,115,12,0,150,7128,66,2902,67568,34990,3165,704,30,3508,504,80,61,464,740,728,476,315,140,73945,119,70,187,67,140,202,80,131,41,266,358,281,330,331,163,136,3828,193,1712,4042,1362,66,0,162,0,462,230,7194,626,0.433,"Onondaga County, Oswego County",Brewerton CDP,13029,43.2259423,-76.1513425,45925204,982454
14502,10545,5129,5416,42.3,9823,147,106,323,5,0,135,10222,3,4141,69067,33242,4346,663,33.4,4985,601,511,182,537,657,782,577,957,181,123835,115,108,158,130,207,252,194,78,179,395,471,596,445,292,313,208,5257,225,2815,5493,2036,3,0,350,100,304,185,10531,492,0.3991,Wayne County,Macedon village,14502,43.0965937,-77.3353877,96617497,535456
11950,15884,7827,8057,34.3,9603,1445,148,3977,498,96,117,11907,224,4425,79149,27691,4950,1581,44.7,7149,521,504,723,896,485,1210,361,1762,687,217460,199,120,157,143,191,81,70,121,148,271,559,596,768,217,495,289,7302,484,4576,7792,1381,100,0,568,21,658,251,15869,1797,0.3799,Suffolk County,"Mastic CDP, Shirley CDP, Mastic Beach CDP",11950,40.8076159,-72.847518,10682047,368154
11596,10561,5139,5422,41.4,7745,155,1541,865,23,23,209,9696,898,3567,126017,61049,3654,1740,29.2,5118,477,323,1086,555,680,688,194,731,384,172165,31,71,70,106,54,81,74,64,29,256,175,332,423,281,583,937,5220,263,2994,5483,3277,60,131,379,16,68,190,10561,303,0.4812,Nassau County,"Herricks CDP, East Williston village, Williston Park village, Mineola village",11596,40.7596693,-73.6423117,3451392,0
11426,20801,10388,10413,38.6,5834,1278,9179,3938,11,84,477,16863,2697,6356,88803,34168,6584,1564,32.6,10019,417,664,3043,752,1044,1422,247,1374,1056,432675,191,187,128,148,127,131,256,264,97,371,662,982,859,506,766,681,10485,481,5787,10966,4795,821,1414,957,105,487,472,20722,1564,0.3929,"Bronx County, Kings County, New York County, Queens County, Richmond County",New York city,11426,40.7364622,-73.722359,3494228,0
11758,53424,25846,27578,44.3,46357,2456,833,3374,56,93,255,50050,3926,18570,114681,49492,19726,1871,30.8,26091,2127,1996,6190,2282,2678,3518,1434,3714,2152,961300,415,326,442,412,416,412,516,499,269,924,1475,2097,1739,1716,2851,4061,27217,859,15849,28091,13700,250,222,1509,243,715,741,53209,2053,0.4127,Nassau County,"North Massapequa CDP, Massapequa CDP, South Farmingdale CDP, East Massapequa CDP",11758,40.668934,-73.4584476,28462142,1697158
13132,3397,1647,1750,49.2,3284,0,55,18,0,0,40,3379,14,1410,63245,31140,1650,673,23,1489,61,143,17,240,213,189,177,344,105,,86,82,0,62,27,29,72,72,89,156,191,200,145,102,59,38,1576,51,1195,1627,409,14,0,143,0,238,65,3397,366,0.3764,Oswego County,Sand Ridge CDP,13132,43.2719184,-76.2510523,61449754,1053729
13166,5572,2838,2734,42.5,5384,24,44,75,5,0,40,5497,0,2217,62774,30178,2391,633,22.8,2708,312,337,188,237,528,370,156,462,118,74120,84,77,111,78,123,65,160,106,99,119,303,310,254,177,107,44,2860,138,1516,2998,753,0,0,133,9,319,149,5536,462,0.3984,Cayuga County,Weedsport village,13166,43.0789349,-76.5653789,105720643,2064703
14305,16683,7302,9381,37.1,10306,5004,94,649,110,70,450,16034,169,6979,35712,23064,8422,515,36.7,6691,1153,381,119,1623,1178,704,416,941,176,127535,784,844,508,595,363,332,396,230,310,468,573,623,323,240,213,177,6893,639,5633,7540,1654,152,12,496,222,1989,1202,16465,4827,0.5086,Niagara County,Niagara Falls city,14305,43.1228312,-79.0232179,21263045,112763
10038,22800,10696,12104,36.2,10249,1558,7069,3218,49,64,593,19582,6561,10210,86058,65330,11720,2263,27.1,11415,1069,1166,850,1283,1358,1528,1250,2265,646,312855,897,634,633,480,275,275,417,176,97,364,522,696,580,770,1044,2350,12277,739,7489,13016,8862,127,6312,132,1281,1895,8084,21719,4125,0.5606,"Bronx County, Kings County, New York County, Queens County, Richmond County",New York city,10038,40.7093384,-74.0025397,773837,0
14075,42471,19884,22587,46.2,40714,496,277,634,114,20,216,41837,246,18060,70300,36999,18921,755,28,21235,3242,1747,691,2579,3102,3433,2297,3222,922,478580,566,713,719,838,635,905,697,746,772,1371,1497,2722,2069,1328,1665,817,22181,779,12210,22978,9288,208,0,1208,520,1067,962,41943,2411,0.4155,Erie County,"North Boston CDP, Wanakah CDP, Hamburg village",14075,42.7126568,-78.8347079,102265251,949523
14883,4670,2423,2247,42.9,4300,112,41,131,0,8,78,4539,23,1895,51028,25695,2211,685,32.5,1999,128,239,56,94,173,361,175,464,309,56675,49,200,72,106,74,157,98,100,73,191,177,309,161,60,21,47,2088,143,1433,2231,635,22,0,315,66,454,85,4614,515,0.4106,Tioga County,Spencer village,14883,42.2376815,-76.475575,186728194,1278680
12564,6995,3403,3592,45.4,5371,392,149,944,0,0,139,6051,386,2671,89688,42445,3036,975,29.5,3342,503,303,932,380,165,263,47,338,411,135140,78,124,60,123,47,122,147,19,42,162,309,261,311,215,370,281,3506,133,2204,3639,1604,0,66,247,144,167,209,6877,601,0.4373,Dutchess County,Pawling village,12564,41.5826136,-73.5825772,105221280,1515050
10590,7060,3566,3494,45.1,6108,183,185,492,21,0,71,6568,393,2688,144722,73009,2935,1874,51,3099,312,455,707,62,260,138,235,487,443,131710,47,26,22,14,13,108,70,72,51,102,124,310,223,217,484,805,3626,141,1790,3767,2759,0,26,188,13,62,12,7060,274,0.4602,Westchester,South salem,10590,41.2552474,-73.5394145,34956337,1347637
10533,7551,3598,3953,43.8,6385,30,491,439,0,0,184,7112,926,2623,144121,82583,2917,1463,51,3241,418,176,1015,315,199,262,111,411,334,124325,125,18,154,28,34,0,18,139,33,98,119,110,241,234,310,962,3732,163,1798,3895,2713,42,13,183,67,76,175,7468,485,0.5406,Westchester County,"Irvington village, Tarrytown village",10533,41.0369274,-73.8548636,9208205,137607
11096,8311,4130,4181,35.4,2175,1812,132,4125,0,36,31,4186,764,2581,56917,23642,2654,1309,33.4,3665,304,254,793,375,608,482,52,561,236,,141,76,278,78,149,89,151,110,74,206,286,410,146,136,106,145,3835,372,2107,4207,793,467,104,394,9,484,667,8301,1330,0.4394,Nassau County,"Inwood CDP, Lawrence village",11096,40.6213463,-73.7569899,3199474,1577341
13619,10640,5153,5487,34,9484,369,67,372,0,7,341,10268,8,4170,53566,24825,4751,742,27.3,4613,857,230,132,551,632,802,580,665,164,102030,243,310,208,228,236,163,213,140,219,357,482,677,358,219,67,50,4492,227,3185,5203,995,0,8,316,162,614,276,10409,1458,0.3936,Jefferson County,"Great Bend CDP, Carthage village, Herrings village, West Carthage village, Deferiet village",13619,43.9789521,-75.6009766,281819631,4857477
14201,11680,5594,6086,31.6,4386,2327,308,4271,36,8,344,7409,556,5674,26771,21780,6511,627,34.3,4959,1144,175,225,821,1154,763,233,334,110,100775,920,842,529,461,273,272,290,180,223,440,366,288,189,175,168,58,5195,292,3774,5494,2094,492,64,516,345,2236,2095,11352,4803,0.5201,Erie County,Buffalo city,14201,42.8960603,-78.8864244,2651905,160385
11545,12390,6363,6027,45.3,9942,274,968,926,0,56,224,11464,859,4245,160464,87548,4506,1559,41.8,5557,443,341,1769,587,619,549,225,594,430,222575,113,48,80,88,64,50,51,62,79,124,179,420,428,241,448,1770,6059,196,3814,6255,4749,45,20,342,16,124,127,12369,282,0.5197,Nassau County,"Glen Head CDP, Roslyn Harbor village, Muttontown village, Glenwood Landing CDP, Upper Brookville village, Brookville village, Old Brookville village",11545,40.8263209,-73.5893651,29725490,32793
12444,486,235,251,57.1,467,0,1,6,12,0,0,480,0,205,57917,34766,676,682,9,255,58,17,54,28,26,15,41,0,16,,23,3,4,6,17,0,0,19,3,35,7,23,35,7,16,7,259,4,195,263,100,0,0,59,5,8,21,478,31,0.4048,Greene,Jewett,12444,42.2642326,-74.2975199,39942971,155090
14720,597,290,307,45.3,551,0,20,12,0,0,14,585,4,323,30521,19968,394,575,40.2,266,98,0,9,102,28,7,3,7,12,,40,25,39,37,18,22,5,29,8,25,62,11,0,2,0,0,266,29,226,295,42,4,0,21,0,60,11,597,125,0.3741,Chautauqua County,Celoron village,14720,42.1085932,-79.2811891,633976,0
12763,648,309,339,36.1,468,11,0,158,0,0,11,490,0,227,,22856,619,762,44.4,266,8,21,12,54,56,57,8,29,21,,0,35,23,0,24,12,23,0,0,0,20,66,9,5,5,5,307,20,154,327,49,0,0,25,26,36,15,632,97,0.4245,Sullivan,Mountain dale,12763,41.6763482,-74.5227743,36961304,459644
12409,771,401,370,52.1,755,3,0,6,0,0,7,765,17,362,90643,51769,534,1055,18,314,38,0,30,56,21,55,36,51,27,,34,0,0,0,0,21,8,0,9,6,45,91,23,54,26,45,402,5,238,407,239,0,17,0,33,8,7,771,61,0.392,Ulster County,Woodstock CDP,12409,42.0405689,-74.1811392,36953031,576782
12980,1276,651,625,46.7,1249,0,0,20,4,0,3,1256,0,528,41944,21599,1299,475,28.1,373,69,57,39,23,10,18,7,105,45,12240,57,77,30,46,21,11,15,23,19,26,84,44,38,19,4,14,387,52,581,439,107,0,0,27,0,114,58,1276,351,0.4652,Franklin County,St. Regis Falls CDP,12980,44.5638514,-74.524079,662497494,8880171
10578,868,378,490,33.1,631,0,32,205,0,0,0,663,87,258,110972,43623,280,1686,44.2,459,19,62,100,9,45,64,0,85,75,,0,0,0,12,8,0,20,11,0,25,14,18,57,9,32,52,487,0,225,487,237,0,0,0,0,0,0,868,34,0.4421,Westchester,Purdys,10578,41.3202757,-73.6789909,4101864,435996
12151,792,376,416,49.5,753,5,5,13,0,0,16,779,0,355,93295,47614,378,1177,21,426,62,51,25,52,52,55,49,63,17,10595,12,5,7,1,7,12,3,8,7,32,20,83,71,23,42,22,466,21,205,487,294,0,0,25,0,23,8,792,27,0.3444,Saratoga County,Round Lake village,12151,42.9226971,-73.7872251,6711171,342054
13684,1107,654,453,38.9,1076,0,0,0,5,0,26,1107,0,443,47279,26788,737,415,25.6,418,35,51,20,10,29,104,33,79,57,12060,26,17,22,16,29,34,37,25,33,24,34,58,16,10,56,6,475,28,351,503,155,0,0,27,0,63,11,1105,163,0.4252,St. Lawrence,Degrasse,13684,44.3565955,-75.0131413,408427846,3547330
14894,1253,640,613,49.9,1207,9,0,11,0,0,26,1242,2,470,56364,24339,578,718,30,461,44,7,25,83,128,107,14,28,25,,23,2,37,39,32,32,18,19,12,37,47,113,25,5,17,12,488,15,527,503,93,2,0,62,23,71,29,1242,207,0.3797,Chemung County,Wellsburg village,14894,42.0190717,-76.7770826,29199895,71545
14480,1063,441,622,48.6,998,65,0,0,0,0,0,1063,0,366,45678,18681,366,652,40.3,437,186,78,0,50,0,0,59,0,64,,26,19,0,62,0,0,33,14,107,11,14,15,65,0,0,0,437,66,372,503,62,0,0,14,8,177,0,1063,462,0.3629,Livingston County,"Conesus Lake CDP, Lakeville CDP",14480,42.8384816,-77.7103419,3351535,41273
13864,1011,533,478,41.1,931,0,0,70,0,0,10,941,21,447,40347,27368,498,686,36.6,493,28,32,0,0,19,201,100,42,71,,21,0,13,29,44,40,74,31,12,11,8,63,57,31,13,0,514,12,250,526,113,21,0,68,0,73,19,1011,21,0.3732,Tioga,Willseyville,13864,42.2749685,-76.3904788,69163354,14637
12156,1151,692,459,40.1,1142,0,0,0,0,0,9,1151,0,392,89833,36492,429,674,51,475,19,44,21,7,90,78,61,148,7,,0,44,5,0,0,0,0,49,15,33,19,47,13,42,71,54,506,52,235,558,173,0,0,0,0,0,0,1151,44,0.3685,Rensselaer,Schodack landing,12156,42.4835037,-73.7472545,37151778,1767240
12916,2056,1005,1051,46.5,1947,29,1,10,49,0,20,2046,0,808,59758,29954,1005,501,28.1,750,88,38,50,43,118,205,65,82,61,21340,78,44,13,28,22,84,36,29,10,63,148,118,57,4,54,20,822,88,784,910,159,0,0,65,0,133,143,2049,333,0.4808,Franklin County,Brushton village,12916,44.8381938,-74.5246722,107389310,35657
12070,1860,1018,842,45.1,1794,8,0,58,0,0,0,1802,0,684,53654,36692,712,789,51,744,140,42,38,116,80,36,76,189,27,,28,10,93,21,81,11,40,32,13,29,62,51,24,51,83,55,844,98,540,948,248,0,0,59,0,154,39,1860,401,0.5443,Montgomery County,"Tribes Hill CDP, Fort Johnson village",12070,42.9860216,-74.2630102,31704922,375960
14826,2000,979,1021,42.5,1882,8,0,56,0,0,54,1944,0,790,50455,23197,1120,514,14.4,801,121,44,114,88,181,104,25,46,78,22275,44,66,24,60,47,44,42,37,27,62,86,117,72,40,18,4,858,84,686,942,197,0,0,26,17,117,41,1995,352,0.3876,Steuben County,Cohocton village,14826,42.4914623,-77.4977917,157557782,691359
14744,2268,1034,1234,21.1,1899,131,119,99,6,0,14,2169,0,459,56719,15976,544,487,27.3,941,559,24,10,121,69,57,21,43,37,11020,36,18,0,5,17,51,3,69,9,38,37,87,38,33,12,6,1006,46,841,1052,350,0,0,59,911,12,38,1357,182,0.3684,Allegany County,Houghton CDP,14744,42.4281004,-78.2066542,45143834,411101
12920,2339,1265,1074,45.5,2229,42,14,32,5,4,13,2307,2,1010,53462,30924,1518,540,32.5,963,223,16,128,77,105,122,83,111,98,26720,95,46,60,90,30,57,35,34,42,100,102,127,85,35,33,39,1063,53,806,1126,210,2,0,117,73,153,106,2280,396,0.4993,Franklin County,Chateaugay village,12920,44.882767,-74.0660077,240339326,3260021
13120,2250,1066,1184,40.2,1439,428,57,62,239,0,25,2188,34,844,56000,28753,869,433,23.4,1115,85,8,13,135,166,448,141,100,19,,63,29,20,16,48,28,143,10,27,65,101,96,99,48,13,38,1169,75,669,1244,202,34,0,53,10,123,23,2240,235,0.4523,Onondaga County,"Syracuse city, Nedrow CDP",13120,42.9331858,-76.1751471,44283972,186204
13825,3193,1545,1648,47.5,3116,10,7,2,0,0,58,3191,0,1303,51047,26284,1507,660,35.1,1540,126,129,57,166,426,298,46,242,50,36915,29,42,76,80,87,132,86,24,80,100,189,141,105,96,14,22,1644,112,1038,1756,446,0,0,80,31,158,18,3193,298,0.369,Otsego County,Otego village,13825,42.4355774,-75.2045527,146530619,410651
13340,8075,3930,4145,43.6,7736,57,4,142,13,39,69,7933,3,3100,58065,27157,3546,605,24.7,3678,411,100,145,572,751,973,274,351,101,82605,155,94,114,170,217,269,131,102,162,160,390,556,297,98,139,46,3861,347,2290,4213,1122,3,0,394,24,417,164,8064,1227,0.3961,Herkimer County,Frankfort village,13340,43.0616416,-75.1285696,149925537,803130
12009,8036,4287,3749,41.6,7380,98,221,131,8,0,198,7905,55,2993,88958,41093,3165,913,28,3902,414,433,184,402,550,537,371,740,271,100700,73,81,67,23,38,121,137,145,77,195,315,358,351,364,363,285,4231,233,2081,4464,1936,49,6,177,47,155,146,8005,378,0.3983,Albany County,Altamont village,12009,42.6977228,-74.0353498,135238327,2163765
10579,8483,4321,4162,45,6967,133,94,1019,0,44,226,7464,447,3175,103750,51452,3815,1475,49.7,4212,378,552,916,176,551,462,125,403,649,170650,89,53,117,94,79,66,57,57,116,98,236,476,295,200,394,748,4527,193,2306,4720,2091,0,26,199,18,39,89,8477,507,0.4274,Putnam,Putnam valley,10579,41.3953643,-73.8390532,84879350,3613729
14032,8955,4611,4344,42.1,8541,5,174,195,0,0,40,8760,23,3054,121111,51788,3212,1179,32.1,4235,699,458,94,559,626,608,309,671,211,94875,22,0,18,51,59,50,101,7,79,103,241,522,314,343,527,617,4560,161,1988,4721,2871,23,0,241,25,30,117,8947,99,0.3821,Erie County,Clarence Center CDP,14032,43.0467265,-78.6307773,60098059,0
11501,19393,9127,10266,41.3,13411,442,1700,3496,11,62,271,15897,1370,7586,96079,46431,7791,1565,23.9,10950,1341,668,2166,1589,1452,1259,513,1100,862,332350,221,93,103,132,208,169,405,190,120,360,656,1318,966,653,1078,914,11257,233,4815,11508,5339,65,211,563,5,184,494,19329,825,0.3916,Nassau County,"Garden City village, Williston Park village, Mineola village",11501,40.7462856,-73.6389047,5308402,0
13605,4816,2370,2446,36.7,4603,7,11,102,7,0,86,4714,0,1846,52212,23917,2277,644,28.6,1894,317,37,143,146,275,448,210,191,127,47120,130,156,110,79,64,120,81,102,58,121,148,328,180,85,68,16,2046,187,1290,2264,431,0,0,139,7,349,158,4806,718,0.4184,Jefferson County,"Pierrepont Manor CDP, Lorraine CDP, Belleville CDP, Adams village",13605,43.8073767,-76.0501237,209055957,1593183
13118,6039,3496,2543,43,5211,540,15,158,0,6,109,5881,3,2123,55762,24092,2897,582,23.1,2371,429,322,173,163,140,295,169,503,177,65115,86,101,92,124,139,102,113,99,99,177,223,322,187,143,63,53,2504,113,2441,2617,429,0,0,156,1049,225,82,4950,510,0.3963,Cayuga County,Moravia village,13118,42.755585,-76.3872778,265443788,493366
10310,23262,11065,12197,38.8,9676,4387,1449,7351,0,8,391,15911,3126,8346,72093,32884,9376,1104,37.7,9522,703,725,2823,870,1332,959,379,953,778,385675,1138,315,349,255,258,197,173,253,350,423,653,898,755,598,1060,671,9976,492,7743,10468,4470,2151,358,693,178,1807,2110,23201,4428,0.4819,"Bronx County, Kings County, New York County, Queens County, Richmond County",New York city,10310,40.6326459,-74.1161482,4651578,0
13662,16069,7238,8831,42.8,15044,14,195,134,324,20,338,15935,34,7094,50154,27928,7668,601,28.2,6395,1864,643,156,1200,548,628,644,451,261,121115,510,508,385,394,458,392,235,462,194,626,821,853,662,229,245,120,6729,554,5453,7283,2469,34,0,788,345,1341,1041,15672,2828,0.4413,St. Lawrence County,Massena village,13662,44.9323335,-74.8839318,230041568,16403719
13797,2194,1024,1170,41.2,2181,0,0,2,0,0,11,2192,0,825,52462,23473,902,528,31,962,62,79,91,116,68,101,100,224,121,30605,35,4,23,36,55,47,57,80,43,74,156,98,74,24,12,7,1005,48,638,1053,122,0,0,158,0,130,24,2189,139,0.3264,Broome County,Lisle village,13797,42.3336646,-76.0404014,86244061,282994
