geo_id,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,median_rent,percent_income_spent_on_rent,commuters_16_over,commute_less_10_mins,commute_35_44_mins,commute_60_more_mins,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,employed_pop,unemployed_pop,not_in_labor_force,pop_in_labor_force,bachelors_degree_or_higher_25_64,commuters_by_bus,commuters_by_subway_or_elevated,commuters_by_carpool,group_quarters,households_public_asst_or_food_stamps,no_cars,pop_determined_poverty_status,poverty,gini_index,county,city,zip_code,internal_point_lat,internal_point_lon,area_land_meters,area_water_meters
12742,90,36,54,63.2,77,0,0,13,0,0,0,77,0,48,31167,24412,100,343,9,14,0,0,10,0,0,0,4,0,0,,4,0,0,3,10,15,0,0,0,0,0,11,5,0,0,0,31,0,49,31,5,0,0,0,0,15,4,90,4,0.3478,Sullivan,Harris,12742,41.7243282,-74.7235181,5570618,20998
14039,92,49,43,29.7,92,0,0,0,0,0,0,92,0,37,57188,24849,46,438,51,48,3,12,4,6,7,3,10,3,0,,6,3,0,0,0,3,0,0,3,4,7,0,8,3,0,0,48,0,12,48,7,0,0,4,0,6,0,92,13,0.3717,Wyoming,Dale,14039,42.8514795,-78.173096,4838845,0
12927,262,138,124,60.7,262,0,0,0,0,0,0,262,0,128,50227,30013,610,668,13.6,66,21,0,20,13,6,2,0,2,2,,6,11,2,20,4,0,5,10,5,16,13,13,7,8,6,2,78,2,161,80,43,0,0,0,5,10,0,262,50,0.4166,St. Lawrence County,Cranberry Lake CDP,12927,44.2072496,-74.8097459,286441522,34224411
11956,212,105,107,56.9,202,10,0,0,0,0,0,212,0,117,64917,47506,288,1583,48.3,78,21,7,6,5,18,15,0,6,0,,16,0,3,0,8,2,0,2,3,8,32,7,9,6,14,7,88,16,95,104,50,0,0,0,0,7,7,212,24,0.4219,Suffolk County,"Cutchogue CDP, New Suffolk CDP",11956,40.9690492,-72.4621745,3284726,157808
13345,174,91,83,42.2,164,10,0,0,0,0,0,174,0,77,,31613,107,575,51,93,0,0,12,5,0,41,8,13,14,,0,21,0,4,0,0,4,7,0,5,0,15,5,11,5,0,93,11,39,104,15,0,0,4,0,5,14,174,27,0.4237,"",Utica,13345,43.6871082,-75.3212539,12791341,42214
12964,186,118,68,39.4,163,0,21,0,0,0,2,186,0,59,,31633,154,630,51,42,12,0,3,5,2,5,0,6,9,,0,23,0,2,3,0,3,0,0,2,0,7,3,0,13,3,98,10,39,108,47,0,0,0,43,2,23,186,26,0.5189,Essex,New russia,12964,44.1259194,-73.6267208,89349550,1836919
13678,276,180,96,48.3,276,0,0,0,0,0,0,276,0,124,42708,25678,124,563,19.9,108,7,27,0,0,59,0,0,15,0,,0,0,0,0,7,26,0,51,0,0,8,25,0,0,7,0,116,0,111,116,0,0,0,0,0,0,0,276,16,0.2685,"",Watertown,13678,44.8137664,-74.9929182,2033438,100693
12843,420,213,207,57.3,397,0,0,5,0,0,18,415,0,188,32813,20564,487,520,22,114,11,11,7,4,32,7,21,6,15,,9,0,32,18,27,22,16,5,9,16,6,11,11,0,6,0,114,10,220,124,29,0,0,28,0,14,13,420,27,0.4,Warren,Johnsburg,12843,43.5651037,-73.9727479,152485679,779682
13410,281,148,133,39.3,273,0,0,4,0,0,4,277,0,93,70938,24948,106,603,23.2,115,11,12,10,23,12,10,14,2,21,,2,3,2,3,0,7,2,2,1,22,11,14,12,6,6,0,126,10,100,136,18,0,0,21,0,5,0,279,32,0.3025,Montgomery County,Nelliston village,13410,42.9310434,-74.6125911,284878,0
13113,304,145,159,32,304,0,0,0,0,0,0,304,2,94,85938,25935,103,550,18,135,15,28,2,5,14,15,18,34,4,,1,1,1,4,0,0,1,6,2,6,17,25,16,9,5,0,142,10,54,152,42,2,0,3,0,8,3,292,59,0.2428,Cayuga County,Meridian village,13113,43.1626504,-76.5386227,1345153,0
12460,373,148,225,26.6,354,0,0,19,0,0,0,354,0,119,26850,16333,194,609,34.3,119,10,38,20,31,4,12,0,0,4,,0,12,0,29,33,0,18,0,0,0,19,0,0,4,0,4,131,29,118,160,9,0,0,0,0,24,0,373,142,0.4708,Greene,Oak hill,12460,42.415615,-74.1475898,5344418,0
14877,465,261,204,48.5,443,0,0,0,0,0,22,465,0,187,58438,26042,332,408,23.1,145,30,9,13,10,2,9,14,26,32,,6,8,13,7,7,12,13,13,0,17,30,18,25,12,5,1,176,8,189,184,28,0,0,12,0,15,10,448,68,0.3553,Steuben,Rexville,14877,42.0577904,-77.6803073,109527067,377011
12471,252,140,112,42.7,252,0,0,0,0,0,0,252,0,113,,29179,113,1146,44,200,0,0,0,28,35,97,0,40,0,,28,3,0,0,0,0,0,0,34,0,0,0,48,0,0,0,200,0,22,200,0,0,0,0,0,0,0,252,37,0.3751,Ulster County,Rifton CDP,12471,41.8438709,-74.0413439,906965,531319
12861,612,313,299,54.3,598,0,2,3,0,0,9,609,0,288,50625,33286,690,540,30.3,200,28,2,25,48,30,17,17,16,17,,12,8,10,28,22,16,25,20,2,6,34,38,26,20,13,8,206,34,271,240,45,0,0,19,0,11,13,612,94,0.4252,Washington,Putnam station,12861,43.7468866,-73.4175272,84927998,1465755
12147,529,281,248,48,517,9,0,0,0,0,3,529,0,228,67500,38263,337,1010,14.8,238,6,31,34,0,21,73,10,6,57,,0,0,9,13,9,15,12,15,0,20,24,28,36,15,16,16,245,3,192,248,75,0,0,8,0,21,6,529,43,0.3718,Albany,Rensselaerville,12147,42.5186111,-74.1588398,50930857,479079
11959,784,363,421,51.9,697,18,30,33,0,0,6,751,11,327,72917,51187,1571,1400,35.5,264,34,8,42,33,33,40,8,16,50,,0,33,9,14,14,22,9,12,3,24,26,30,13,23,16,79,336,0,292,336,269,2,0,13,9,10,10,784,66,0.5107,Suffolk County,"Quogue village, East Quogue CDP",11959,40.8225856,-72.6013445,9938211,1095887
14859,804,388,416,50.5,732,0,0,16,0,0,56,788,0,301,52083,27602,424,357,38,322,13,50,29,17,72,16,38,51,36,,15,13,19,17,0,25,6,33,10,33,25,22,44,13,18,8,331,37,295,368,47,0,0,62,0,57,3,804,87,0.4233,Tioga,Lockwood,14859,42.114838,-76.5381393,80710588,156995
12160,872,430,442,50.9,821,6,0,34,5,0,6,838,0,320,70278,30325,363,706,19.8,358,8,51,62,39,53,34,26,32,53,,15,29,7,0,12,3,21,17,4,26,58,33,53,25,14,3,363,37,311,400,109,0,0,53,0,68,15,872,100,0.4385,Schoharie,Sloansville,12160,42.7616207,-74.3831523,45894191,361095
13844,758,387,371,42.8,703,19,0,3,0,0,33,755,0,272,53125,23172,326,566,34.8,364,18,24,17,62,75,60,38,47,23,8705,21,5,8,3,20,37,5,7,12,40,35,30,12,10,27,0,379,21,223,400,42,0,0,60,0,46,18,752,132,0.3874,Chenango,South plymouth,13844,42.6081789,-75.668317,62135990,106370
13319,811,356,455,34.9,788,0,0,23,0,0,0,788,0,328,44619,22190,328,701,24.8,406,67,0,0,99,56,124,20,0,40,,0,34,16,0,44,20,0,59,0,30,36,63,0,26,0,0,465,15,198,480,87,0,0,75,0,37,47,811,133,0.3294,Oneida County,"Washington Mills CDP, Chadwicks CDP",13319,43.0264357,-75.2669251,2295988,0
12468,1069,563,506,55.9,1043,0,4,0,0,0,22,1069,0,413,50417,34806,806,392,31,426,82,22,59,35,63,58,21,52,34,12215,27,11,26,20,16,28,40,23,14,36,33,51,44,13,10,21,460,20,499,480,108,0,0,58,0,28,14,1058,173,0.517,Greene County,Prattsville CDP,12468,42.3004615,-74.4237631,112952348,298023
12989,1024,515,509,53.3,957,0,32,10,0,0,18,1014,5,456,69479,36389,817,589,22.1,493,41,44,38,18,55,129,52,94,22,13530,13,16,16,21,28,18,23,7,10,45,54,42,82,36,35,10,525,19,341,544,188,0,0,43,0,25,24,1017,87,0.3679,Franklin,Vermontville,12989,44.5201027,-74.069774,382679731,7286294
14507,1236,567,669,41.9,1144,7,5,54,0,0,25,1182,0,469,60125,29068,903,596,32.5,528,33,37,68,48,35,100,85,59,63,16520,43,15,18,32,22,24,5,12,31,32,62,79,34,9,25,26,573,35,370,608,197,0,0,53,33,70,6,1231,207,0.4453,Yates,Middlesex,14507,42.6849158,-77.2548857,84757380,96352
12548,1213,616,597,54.1,905,143,9,156,0,0,0,1057,0,528,56369,33239,593,743,29.4,586,66,22,110,75,99,76,47,49,42,,21,0,55,21,0,73,0,0,28,85,37,38,69,75,19,7,608,0,453,608,163,0,0,61,0,30,0,1213,147,0.3802,Ulster,Modena,12548,41.6579253,-74.1015025,15205636,538473
12824,970,524,446,55.8,946,0,0,24,0,0,0,946,0,443,76161,55040,1056,532,12.9,524,102,59,63,40,16,89,41,106,8,,6,14,6,16,19,11,8,12,22,43,58,43,52,49,38,46,576,64,272,640,220,0,0,6,0,17,6,970,27,0.4747,Warren,Diamond point,12824,43.5247563,-73.7271768,39274288,1260398
14804,1402,734,668,40,1313,2,36,7,0,0,44,1395,4,568,59605,29357,920,558,27.3,639,115,27,43,179,94,51,28,61,41,13785,17,17,19,38,18,44,23,20,19,72,69,110,48,24,13,17,670,34,361,706,226,4,0,54,0,62,18,1384,161,0.3747,"Allegany County, Steuben County",Almond village,14804,42.3172588,-77.8479358,144718768,232122
13431,1773,897,876,41.8,1643,4,0,21,41,0,64,1752,0,642,59792,31726,774,796,24.7,719,90,46,95,79,80,115,84,106,24,22705,15,13,27,6,40,39,50,39,40,53,33,67,75,82,38,25,812,20,502,832,295,0,0,37,15,75,32,1765,154,0.3966,Herkimer County,Poland village,13431,43.209081,-75.0733262,95460178,821786
13060,2809,1251,1558,47.6,2616,9,30,82,14,0,58,2727,18,1089,59844,28163,1220,583,29.8,1307,195,106,72,90,202,171,133,226,112,34390,88,51,53,36,58,50,40,48,22,100,57,220,125,91,35,15,1377,95,826,1472,380,18,0,49,9,85,17,2781,377,0.4194,Onondaga County,Elbridge village,13060,43.0228619,-76.4118724,41416107,46324
12871,4492,2160,2332,38.4,4121,153,55,117,0,0,46,4375,7,1691,72125,36980,1789,808,25.5,2129,411,174,66,182,266,381,153,288,208,49190,39,58,53,51,72,116,36,103,56,106,203,261,236,74,130,97,2365,67,1004,2435,737,6,0,192,31,152,59,4485,186,0.4661,Saratoga County,"Victory village, Schuylerville village",12871,43.0885687,-73.612965,77071749,2195296
11754,18086,8388,9698,45.7,15804,237,772,1049,0,63,161,17037,677,6534,105500,49666,7153,1405,41.8,8102,717,521,1480,811,1095,1370,449,1184,475,273120,188,141,195,208,120,222,227,213,118,364,346,738,662,682,819,1291,8655,561,5606,9216,4551,0,9,541,396,199,366,17750,545,0.4452,Suffolk County,"Smithtown CDP, Kings Park CDP, Commack CDP, Fort Salonga CDP",11754,40.8855663,-73.2499013,19101050,2642874
14505,4925,2367,2558,44.2,4435,157,0,139,6,0,188,4786,1,2042,63316,29612,2161,699,29.7,2268,305,343,106,283,285,243,95,368,240,58420,143,55,30,69,67,70,88,145,47,230,354,266,225,96,129,28,2424,137,1560,2561,662,1,0,427,31,250,116,4812,482,0.3565,Wayne County,Marion CDP,14505,43.1594195,-77.1689606,102573463,266736
12307,6115,2698,3417,28.7,1471,2819,139,677,7,497,505,5438,390,1908,21719,15686,3577,610,32.8,2306,144,117,61,587,434,287,78,560,38,47935,475,229,173,188,91,30,87,37,15,219,160,115,45,32,12,0,2397,420,1837,2817,251,390,0,345,17,835,753,6115,1955,0.4984,Schenectady County,Schenectady city,12307,42.8049807,-73.9328221,1834855,11575
11560,6365,2989,3376,45.8,5517,126,135,392,7,146,42,5973,403,2328,129250,81010,2577,1790,41.4,2746,484,291,616,374,228,221,106,254,172,90855,62,70,64,30,22,32,104,40,15,69,187,184,248,183,270,748,3094,107,1897,3201,2083,21,38,117,30,27,62,6321,381,0.5433,Nassau County,"Glen Cove city, Locust Valley CDP, Matinecock village, Lattingtown village, Mill Neck village",11560,40.8807571,-73.5887244,19430248,321810
12538,13996,6669,7327,39,10794,800,780,1440,20,10,145,12556,235,4939,74323,33467,5323,926,31.3,5965,918,359,730,706,1019,808,374,748,303,173270,178,319,166,79,211,223,113,191,211,318,493,755,578,398,421,285,6370,544,5093,6914,2122,0,52,230,1889,472,236,12163,1318,0.4301,Dutchess County,"Fairview CDP, Hyde Park CDP, Haviland CDP",12538,41.7922298,-73.8937671,68308460,514960
12066,1784,888,896,49,1683,7,16,68,0,0,10,1716,0,796,64896,37382,974,817,23.5,898,56,172,74,32,66,108,112,103,175,30210,13,37,22,31,24,74,36,34,43,39,108,97,108,36,71,23,968,57,531,1030,196,0,0,119,9,54,26,1769,88,0.405,Schoharie County,Esperance village,12066,42.8059262,-74.233025,87221072,2524819
12583,2465,1309,1156,41.5,2207,21,67,158,0,0,12,2307,83,933,77083,40504,1083,1040,32.7,1116,197,99,121,190,120,132,52,121,84,30975,53,47,12,12,86,41,29,13,61,48,62,142,116,55,87,69,1323,86,645,1409,615,61,6,134,103,30,50,2429,359,0.5001,Dutchess County,Tivoli village,12583,42.0633666,-73.8686522,33731355,211478
11568,4704,2238,2466,23.9,3104,358,811,261,3,23,144,4443,231,1079,192266,84789,1208,,9,1890,302,112,476,237,295,139,35,187,107,62520,12,0,7,13,12,36,0,6,11,16,40,51,84,107,152,532,2172,134,1734,2306,1330,31,22,92,1291,16,44,3428,69,0.509,Nassau County,"Old Westbury village, Brookville village",11568,40.7869295,-73.5964914,23140509,0
11942,4597,2095,2502,46.7,3884,22,96,460,21,0,114,4137,75,1795,86890,46672,3054,1730,51,2096,353,91,416,215,289,317,47,224,144,73725,58,24,21,56,6,84,79,19,63,139,214,208,222,112,215,275,2225,81,1423,2333,911,33,24,233,0,148,52,4597,128,0.4165,Suffolk County,"Quogue village, East Quogue CDP",11942,40.8504373,-72.5828207,22427824,2071752
14464,7555,3773,3782,39.6,7083,233,13,139,0,0,87,7416,0,2799,56569,26462,3007,646,28.9,3635,198,466,213,455,311,403,313,908,368,108805,95,88,101,177,179,110,296,134,117,170,270,392,295,193,107,75,3809,161,2114,3970,895,0,0,329,34,276,97,7555,733,0.3899,Monroe County,Hamlin CDP,14464,43.3275829,-77.9323048,79040075,1907570
14843,12911,6647,6264,40.8,12117,72,152,266,18,34,252,12645,3,5298,45000,23213,6152,506,28.2,5113,1918,191,355,917,426,464,254,343,245,98170,396,385,273,241,396,253,324,381,178,572,573,625,362,211,80,48,5446,447,4622,5893,1313,3,0,566,335,909,651,12555,2299,0.4006,"Steuben County, Allegany County, Steuben County","Hornell city, Almond village, North Hornell village",14843,42.3200785,-77.6463394,260484651,902824
10532,4968,2485,2483,45,3996,77,253,610,0,24,8,4358,274,1730,99167,46180,1737,1601,40.6,2147,266,150,489,258,211,292,195,179,107,76030,39,7,60,101,35,58,47,10,40,93,103,278,120,136,251,352,2324,111,1484,2435,1323,0,23,156,118,43,144,4876,151,0.4204,Westchester County,"Hawthorne CDP, Thornwood CDP",10532,41.0991677,-73.800065,4923838,0
12571,9999,4967,5032,45,8650,313,183,651,0,10,192,9348,219,3895,78641,40957,4532,933,33.3,4509,830,531,561,582,487,350,290,450,428,136505,164,161,114,139,258,69,174,129,103,179,386,596,284,295,439,405,4950,177,3015,5163,2363,35,60,251,262,323,190,9794,943,0.4633,Dutchess County,Red Hook village,12571,42.0030669,-73.8097937,149958878,1682533
13788,990,566,424,50,943,7,16,5,0,0,19,985,9,399,52639,29040,701,627,21.3,456,76,30,39,78,58,67,10,79,19,11575,26,24,22,15,18,30,6,23,26,39,43,64,18,11,14,20,472,41,341,513,161,0,9,36,0,70,36,990,178,0.4421,Delaware County,Hobart village,13788,42.3390067,-74.6662575,91457407,136734
12870,1576,798,778,46.2,1552,8,0,2,3,0,11,1574,0,630,50526,27440,1906,513,33,507,145,14,1,138,105,0,53,20,31,,23,18,53,19,50,88,18,26,16,57,47,48,81,38,37,11,558,19,651,577,293,0,0,29,21,71,39,1560,106,0.4134,Essex County,Schroon Lake CDP,12870,43.8300564,-73.7612222,276868314,18295680
13810,1114,508,606,49.4,1076,5,15,10,0,3,0,1104,0,498,54250,32264,677,650,28.9,595,45,16,71,37,107,163,39,76,41,20690,18,17,46,28,47,47,12,9,13,45,69,58,20,18,26,25,651,22,317,673,184,0,0,97,0,57,12,1114,152,0.4691,Otsego,Mount vision,13810,42.6068175,-75.1083628,103672056,474869
10964,1283,636,647,55.2,1032,33,131,52,10,0,25,1231,12,549,124844,83835,604,1835,51,600,60,86,72,68,88,62,33,36,95,18550,29,68,20,0,32,8,0,0,11,34,28,9,36,18,29,227,669,4,472,673,355,12,0,72,42,12,143,1283,80,0.5417,Rockland County,Tappan CDP,10964,41.0163469,-73.9143238,6327339,0
12993,1387,746,641,56.2,1357,8,2,0,2,0,18,1387,0,693,49688,32704,1251,563,27.5,617,159,12,31,105,98,83,25,26,78,13445,41,11,44,39,81,54,27,19,32,90,64,69,57,28,15,22,656,49,516,705,219,0,0,45,10,68,38,1387,155,0.447,Essex County,Westport CDP,12993,44.2113454,-73.4762211,186644548,612822
12515,1499,795,704,50.4,1115,39,0,306,0,39,0,1193,0,552,,34783,598,817,31.2,641,50,0,60,112,142,69,71,77,60,,39,0,33,86,18,0,0,0,53,55,8,59,36,49,50,66,698,39,648,737,259,0,0,0,78,40,98,1499,116,0.4387,Ulster County,Clintondale CDP,12515,41.6847741,-74.0648402,12904932,116045
14030,1775,959,816,46,1706,4,0,62,0,0,3,1713,0,685,63036,27090,765,533,18.8,747,111,69,113,149,18,82,51,68,86,21425,46,28,15,33,11,18,12,36,57,75,90,105,76,48,30,5,783,18,574,801,168,0,0,52,44,76,25,1775,223,0.3563,Cattaraugus County,Yorkshire CDP,14030,42.5643861,-78.5076241,51454114,558665
13328,1554,791,763,39.6,1543,5,0,6,0,0,0,1548,0,606,76591,32855,614,438,24.7,784,43,47,30,140,100,217,53,140,14,,22,29,31,5,26,41,25,13,24,51,29,136,72,34,36,32,876,21,315,897,327,0,0,66,0,63,35,1554,167,0.3969,Oneida,Deansboro,13328,42.9850957,-75.4290266,41087152,0
12192,1954,963,991,51.2,1709,4,0,223,0,0,18,1731,7,705,85212,34846,824,625,20.9,846,102,93,38,153,92,156,49,144,19,,10,27,9,0,24,36,0,115,6,40,60,125,85,93,39,36,883,46,766,942,164,0,0,1,5,22,7,1933,94,0.338,Greene County,Coxsackie village,12192,42.4090117,-73.8278389,44457708,111097
13425,2113,1163,950,40.9,1965,48,0,79,0,0,21,2034,2,837,48875,24494,964,513,21.5,795,171,56,49,79,80,123,79,129,29,18010,53,63,34,54,40,61,68,22,28,72,129,94,38,54,7,20,870,59,755,929,191,0,2,52,6,95,61,2079,311,0.4256,Oneida County,Oriskany Falls village,13425,42.9647932,-75.4870603,66130218,28199
14814,1833,917,916,39.3,1824,9,0,0,0,0,0,1833,17,714,79375,35371,714,803,19.5,923,77,27,55,206,240,259,50,0,9,,16,16,0,16,53,0,14,19,46,57,57,160,128,59,33,40,936,25,438,961,544,17,0,19,0,17,16,1833,51,0.3283,Chemung County,Big Flats CDP,14814,42.1556361,-76.9592996,22293849,761146
14873,2578,1369,1209,42.9,2408,15,17,106,0,3,29,2472,0,1000,50045,24231,1788,489,22.6,952,270,71,86,88,65,88,89,115,80,23180,72,62,44,62,30,67,36,50,76,133,107,127,25,30,46,33,1008,82,898,1090,292,0,0,57,6,94,77,2576,291,0.4339,Steuben County,Prattsburgh CDP,14873,42.5229118,-77.2983591,191366212,363843
14139,2438,1314,1124,41.5,2280,0,120,29,0,0,9,2409,7,892,86149,36526,979,547,39.3,1142,189,176,38,105,87,79,79,270,119,,50,17,0,80,31,12,9,23,7,61,48,193,147,88,70,56,1212,70,516,1282,501,7,0,73,16,81,36,2422,133,0.4025,Erie,South wales,14139,42.7184053,-78.5414018,61792609,82395
11796,3826,1857,1969,46.3,3475,40,22,238,0,11,40,3588,133,1185,101250,39385,1185,1602,51,1571,95,59,347,97,201,198,61,430,83,58430,38,8,47,55,0,44,44,37,28,58,107,123,112,81,179,224,1704,90,1365,1794,878,12,0,119,347,43,78,3561,223,0.3989,Suffolk County,"West Sayville CDP, Sayville CDP",11796,40.7312469,-73.0994188,3527798,264557
10464,4434,2162,2272,44.9,2966,83,245,1117,0,23,0,3317,529,1893,93365,49875,2157,1097,29.4,2233,308,257,636,139,305,70,39,342,137,,34,95,81,66,50,69,57,36,57,121,68,258,137,239,276,249,2411,153,1118,2564,1166,123,333,158,18,223,371,4434,359,0.4191,"Bronx County, Kings County, New York County, Queens County, Richmond County",New York city,10464,40.8695935,-73.7958478,8993192,237116
13309,5823,2852,2971,43.2,5646,11,21,81,8,0,49,5742,3,2327,57846,29334,2769,515,24.1,2521,745,349,179,315,65,193,98,235,342,64850,150,135,94,105,109,97,116,104,109,185,331,247,213,161,67,104,2627,193,1835,2835,537,3,0,353,144,389,117,5704,675,0.4297,Oneida County,Boonville village,13309,43.4520051,-75.3554434,376561851,2056303
13326,5584,2644,2940,52,4997,119,167,109,8,44,140,5475,56,2439,60966,40036,3555,818,24.7,2345,845,19,134,468,309,174,75,210,111,42305,60,109,141,69,117,182,87,75,129,242,214,317,239,140,179,139,2657,163,1999,2820,1322,21,5,175,391,101,197,5214,491,0.479,Otsego County,Cooperstown village,13326,42.7225107,-74.8953708,247053832,1647186
11771,9500,4622,4878,46.4,7478,188,571,842,0,338,83,8658,472,3669,124659,84100,4170,1578,31.7,4521,527,397,910,581,571,509,295,422,309,150000,125,99,31,51,49,72,19,224,66,267,126,451,256,287,346,1200,4726,147,2849,4906,3179,10,13,397,18,121,102,9500,284,0.5524,Nassau County,"Cove Neck village, Centre Island village, Matinecock village, Oyster Bay Cove village, Muttontown village, Oyster Bay CDP, Upper Brookville village, Laurel Hollow village, East Norwich CDP, Mill Neck village",11771,40.8727991,-73.5250196,27717331,9879873
14779,6785,3203,3582,35.1,4509,146,29,382,1297,6,416,6403,2,2713,34777,19078,3340,496,31.8,2379,919,69,97,390,270,200,165,193,76,42275,267,285,255,226,153,177,158,133,125,238,252,214,124,53,30,23,2452,241,2304,2700,405,0,2,275,133,752,449,6624,1666,0.4408,Cattaraugus County,Salamanca city,14779,42.0812313,-78.7779853,291889425,3003534
12972,6034,3040,2994,41.9,5807,56,51,98,0,0,22,5936,0,2287,69332,31467,2568,641,21.4,2709,351,10,58,436,742,613,288,90,121,,36,66,95,110,44,113,146,64,79,259,209,376,301,128,162,99,2808,141,1817,2949,1044,0,0,255,132,183,146,6013,240,0.3604,Clinton County,Peru CDP,12972,44.5540807,-73.5692958,214258849,1511728
12518,5988,2678,3310,42.7,5120,125,46,573,0,1,123,5415,66,2314,77861,41822,2640,1221,31.1,2726,326,311,354,463,453,260,90,230,239,81005,42,27,85,74,32,85,94,144,93,173,238,350,181,206,178,312,3047,158,1452,3254,1553,15,0,292,39,93,138,5978,124,0.4173,Orange County,"Firthcliffe CDP, Cornwall-on-Hudson village",12518,41.4161572,-74.0430642,25692756,305894
12206,15944,7256,8688,30.4,3946,7394,954,2388,54,86,1122,13556,1660,6226,30870,18524,7943,787,41.7,6189,832,155,95,920,1773,1067,516,560,271,117985,959,690,647,403,328,367,278,316,325,386,561,352,275,153,84,102,6356,1078,4347,7434,1258,1623,37,1058,267,2723,2698,15824,5476,0.5015,Albany County,Albany city,12206,42.6744434,-73.7824591,5544217,0
11548,2963,1319,1644,22.1,1734,171,657,316,0,0,85,2647,120,521,133699,37938,552,1925,43,1294,373,87,247,82,255,121,62,54,13,,0,0,0,13,0,10,35,33,0,13,0,44,68,93,49,163,1353,58,1215,1411,721,27,0,45,1106,20,33,1857,79,0.4611,Nassau County,"East Hills village, Old Westbury village, Roslyn Harbor village, Glenwood Landing CDP, Brookville village, Old Brookville village, Greenvale CDP",11548,40.8128675,-73.627405,2371534,0
12183,2591,1314,1277,41.2,2122,116,36,208,0,0,109,2383,22,1247,53454,30792,1355,667,23.9,1321,281,68,7,149,407,176,146,69,18,,67,7,52,72,112,91,56,122,30,98,151,152,134,25,54,24,1417,122,652,1539,286,15,0,81,0,219,175,2583,176,0.3768,Albany County,Green Island village,12183,42.7479043,-73.6924663,1935064,482922
11749,3345,1594,1751,37.5,1474,351,334,998,0,150,38,2347,82,960,95379,34417,1069,1784,30.5,1683,120,82,246,200,362,313,73,178,109,52110,37,18,11,24,33,16,36,21,21,26,74,201,110,96,141,95,1794,65,869,1859,514,16,3,166,85,56,11,3272,135,0.3607,Suffolk County,"Hauppauge CDP, Islandia village, Central Islip CDP",11749,40.8067656,-73.1709261,5650197,0
14303,5805,2861,2944,34.5,3460,1193,162,492,209,0,277,5313,37,2560,27148,21173,3597,516,40,1884,397,58,0,468,351,189,144,223,54,30925,475,263,217,264,123,196,118,183,98,231,140,82,53,27,28,62,2029,153,2227,2182,295,27,0,118,53,718,718,5756,2176,0.5753,Niagara County,Niagara Falls city,14303,43.0849755,-79.0384023,6362014,0
10952,41834,20369,21465,19.4,37913,1626,686,1441,4,28,130,40393,1142,9031,56594,19097,9644,1342,47.6,11157,2319,533,1863,2305,1323,962,368,856,628,307850,467,537,943,452,519,347,355,273,261,538,802,966,666,525,583,797,12580,758,10812,13338,3708,970,0,1846,641,2450,2014,41669,14281,0.5161,Rockland County,"Chestnut Ridge village, Airmont village, Viola CDP, New Hempstead village, Wesley Hills village, Kaser village, Spring Valley village, Monsey CDP",10952,41.1111183,-74.0785398,23633533,49894
14546,4608,2318,2290,40.3,4083,256,43,198,0,0,28,4410,0,1893,67569,31754,2137,933,35,2487,256,66,87,259,458,685,308,285,83,54110,63,59,40,104,68,40,158,54,93,227,172,373,218,61,100,63,2589,106,1139,2695,817,0,0,189,20,190,75,4604,613,0.365,Monroe County,Scottsville village,14546,43.032728,-77.7801101,88474919,786540
12210,9706,4622,5084,30.6,3747,4199,343,819,25,0,573,8887,1031,5355,45922,36936,6722,826,26.9,6012,937,89,126,1244,1361,1331,273,391,260,107665,619,280,383,329,202,338,236,261,248,539,524,489,355,116,206,230,6072,343,1981,6430,2758,1031,0,215,169,1240,2003,9706,2237,0.513,Albany County,Albany city,12210,42.6595021,-73.7562375,2276764,14749
12517,455,276,179,28.9,398,0,0,0,0,0,57,455,36,212,,26253,288,722,14,257,70,0,22,31,39,57,26,12,0,,11,22,0,11,11,25,7,22,13,0,0,80,10,0,0,0,257,0,132,257,30,23,13,0,23,22,25,429,56,0.3389,Columbia,Copake falls,12517,42.1142962,-73.5074545,27079226,40338
14878,484,216,268,53.9,450,0,8,26,0,0,0,458,0,244,77083,51079,471,625,47.1,255,62,30,6,44,37,29,11,3,33,,3,6,11,12,6,8,7,2,12,20,30,29,26,45,6,21,271,18,148,289,40,0,0,14,0,9,2,484,41,0.4158,Schuyler,Rock stream,14878,42.4502624,-76.9434047,41541290,0
12120,623,274,349,49.8,602,8,0,13,0,0,0,610,3,265,57917,32353,389,743,51,263,16,7,31,45,44,24,4,31,61,,4,22,19,3,9,13,26,19,12,8,8,47,39,16,10,10,302,3,259,305,46,0,3,16,0,9,31,623,104,0.4134,Albany,Medusa,12120,42.4497241,-74.1488439,45352930,162006
