,NAME,x,y
335,Randolph,-79.80600690638505,35.71034170444036
336,Cecil,-75.94810697279114,39.56242025463147
337,Warren,-87.35331448393543,40.34690332965847
338,Greeley,-98.52124452012974,41.567440295361145
339,Jefferson,-97.14271565633673,40.17576086178322
340,Saline,-97.14090869955444,40.524061086528505
341,Knott,-82.95413133981249,37.35405239962361
342,Clinton,-90.53197242908087,41.89803580843208
343,Jackson,-95.15411295193772,43.67417330168192
344,Dodge,-92.86205403425423,44.02258946608407
345,Freeborn,-93.34881585784996,43.67384418031576
346,Calaveras,-120.55413209797354,38.20460680296958
347,Barnstable,-70.23813749230825,41.773449273478214
348,Middlesex,-76.50591334308172,37.622707771687466
349,Jefferson,-78.99942145651039,41.12814512717017
350,Lake,-87.37638560004173,41.47221213017835
351,Bedford,-86.45888569672991,35.5137978752796
352,Clay,-85.54385918798262,36.551157110040215
353,Coles,-88.22175349776043,39.520296146085045
354,Lauderdale,-89.63144420544342,35.761012780838826
355,Baker,-117.67536345603872,44.70917427476901
356,Schuyler,-76.87517613122954,42.39379829496844
357,Van Buren,-86.30641489152956,42.2851055820478
358,Mercer,-90.74139388867135,41.20534501750173
359,Lawrence,-82.73475466125178,38.06787861591622
360,Morgan,-83.25889312681876,37.92228090929953
361,Muhlenberg,-87.14204166404525,37.215792267178294
362,Effingham,-88.58985336221814,39.05978194066103
363,Loudon,-84.31186766849986,35.734779210537354
364,Clark,-97.72949629580424,44.85825389258136
365,Honolulu,-164.7367403472079,23.71864039650641
366,Gilchrist,-82.8003665306194,29.725822716151978
367,Tippecanoe,-86.89409741281106,40.38861873340769
368,Snyder,-77.07016866980986,40.7698402428179
369,Lamar,-95.57120070544508,33.667262050345585
370,Miami-Dade,-80.4986673175477,25.60896748579021
371,Dundy,-101.68796143784868,40.17623523577954
372,Leon,-95.99569065340711,31.296506808741945
373,Pitkin,-106.9165777489814,39.21710574522189
374,Grand Forks,-97.45692394040348,47.921915185876415
375,LaPorte,-86.74236621871457,41.54902155720996
376,Hamilton,-86.05201425171516,40.07248947497336
377,Emporia,-77.5356107293027,36.695329947656866
378,Lincoln,-96.88089137505396,35.70296949772849
379,Greeley,-101.80596843515508,38.48053745281061
380,Harris,-84.90898811571729,32.73600408746707
381,Screven,-81.61193455444636,32.750586627111744
382,San Juan,-66.06832552645497,18.42225805611952
383,Stonewall,-100.25330550680972,33.17912438728267
384,Henry,-84.06823042125359,41.33388516606673
385,Grafton,-71.82071979044736,43.940666315024394
386,Newton,-94.33924650446957,36.90550884238404
387,Posey,-87.8684711825738,38.021891551821
388,McMullen,-98.56784111948866,28.352687960191336
389,Cumberland,-88.2401981661555,39.273346825519134
390,Walton,-83.73384662617838,33.781557131620154
391,Pope,-95.44448215954081,45.586020599438775
392,Rappahannock,-78.1592301972565,38.68477222391947
393,Amherst,-79.14514312754356,37.60479191720784
394,Ventura,-119.12602719261216,34.35752851688639
395,Crawford,-87.75955114776022,39.002698067406136
396,Park,-105.717174715667,39.11930286170265
397,Los Angeles,-118.26101384992891,34.19799786265885
398,Yuma,-113.90561875659306,32.76961889270935
399,Gordon,-84.87591392535056,34.5031701949435
400,Calhoun,-94.64041360469628,42.385184852559696
401,Highlands,-81.34103790558622,27.343379734711696
402,Covington,-79.9867558926245,37.778616181468024
403,Orange,-72.37682160778448,44.00566176874965
404,McPherson,-97.64807986964054,38.39166664527777
405,Pinal,-111.3447398955073,32.90436651218985
406,Fulton,-84.13007952401725,41.601798909950844
407,Alamosa,-105.78828819692859,37.57289314022093
408,Citrus,-82.5201067311355,28.847569691420702
409,Culebra,-65.30080099273107,18.3233669793864
410,Dorado,-66.26203068085191,18.472020961961178
411,DeKalb,-85.83275165402856,35.979860662072255
412,Clarion,-79.42096354077887,41.19238953684961
413,Miner,-97.61024517110066,44.02195118388962
414,Jerauld,-98.62967497114056,44.06634583180468
415,Decatur,-85.5011430488422,39.30699993429243
416,Dubois,-86.8798021177475,38.364276433170026
417,Essex,-76.94088527632331,37.93906930811266
418,Williamsburg,-79.72771202842685,33.61992549306408
419,Essex,-73.77270944033906,44.11721752261811
420,Worth,-93.26084754965645,43.37739844850167
421,Hughes,-96.2501879728407,35.048362946344874
422,Buchanan,-82.03601465727715,37.266615597449224
423,Alleghany,-80.00617518745572,37.78777754977988
424,Lowndes,-88.44331348710921,33.472909268871284
425,Scott,-85.74746809919263,38.685069952282575
426,Prowers,-102.39334897742714,37.955183185827345
427,Sutton,-100.53818749525357,30.498293028119136
428,Sabana Grande,-66.9433118196564,18.08363343727629
429,Muskogee,-95.37947381817774,35.61613904246531
430,Christian,-93.18885390443094,36.96957169700597
431,Ciales,-66.51644221492016,18.289018006687897
432,Lamar,-89.50867253659807,31.20603304551329
433,Ripley,-85.26238637399274,39.10345466591999
434,Mercer,-101.83148924210029,47.30918025738967
435,Hart,-82.9642475975551,34.35089833251382
436,Jackson,-92.55774011169788,32.302034925221754
437,Northumberland,-76.37952123018916,37.85466326501259
438,Fort Bend,-95.77088859812618,29.527492671348018
439,Green Lake,-89.0448597041848,43.80037889312168
440,Pondera,-112.22668793162664,48.22793280587536
441,Walworth,-88.54190407087147,42.668486982939505
442,Mineral,-118.43521425413141,38.538808585875785
443,Fulton,-90.20748188246306,40.47277996192531
444,Suffolk,-72.68524126198119,40.94046105883506
445,Union,-84.92514202864234,39.62554584530943
446,McDonald,-94.34835865514664,36.62867399499872
447,Scotts Bluff,-103.70794663993931,41.85060753831817
448,San Miguel,-104.81589795724126,35.48058467941273
449,Lee,-85.35556270396954,32.60113648407173
450,Parker,-97.80509666359607,32.777645813049624
451,Dickey,-98.50470435600978,46.110125105940135
452,Barnes,-98.0715401200102,46.936106466877746
453,Sibley,-94.2321420772196,44.57947837291278
454,Upson,-84.29934351461453,32.88127004237606
455,Sonoma,-122.92254465788349,38.52529257499802
456,Chippewa,-84.52936792432762,46.328178432402744
457,Bonneville,-111.61475270487895,43.38774237937419
458,Barrow,-83.71275498053315,33.993196206433524
459,Long,-81.74576697561251,31.75258483103399
460,Kinney,-100.41794661793683,29.350207578470965
461,Ottawa,-94.81042962099669,36.83551374896957
462,Clearfield,-78.47412510985909,41.000191854607394
463,Clinton,-84.60151655331822,42.94365236615431
464,Santa Isabel,-66.38669382426917,17.953003316233627
465,Montgomery,-89.47884855233906,39.231045934072725
466,Alcorn,-88.58026455988018,34.88077145782841
467,Lafayette,-89.48491926994328,34.356757808006925
468,Grant,-92.55952045124992,31.599703678969913
469,Atchison,-95.42809347157706,40.43084757366282
470,Macon,-88.96155193155492,39.86000278807688
471,St. Joseph,-85.52774467894216,41.91441424656292
472,Franklin,-88.92416550234014,37.9922926916125
473,Garfield,-106.99288906482636,47.27763872492429
474,Adams,-98.50120896168427,40.52446871026104
475,Olmsted,-92.4017709320414,44.00375250743701
476,Union,-74.30814142455927,40.659899413111326
477,Trujillo Alto,-65.99912398385351,18.33631137397016
478,Mobile,-88.19752335353962,30.685151621116727
479,McCook,-97.36844318088859,43.67431084552827
480,Fayette,-87.73886197012493,33.72120615047399
481,Chambers,-85.39204295128881,32.9143722297655
482,Northampton,-77.39682120988697,36.41773124341441
483,Moffat,-108.20729060393559,40.61842222001418
484,Green,-85.5531056747806,37.26410941876468
485,Franklin,-85.06028488465255,39.41486452265375
486,Beaufort,-76.84531440545888,35.48698381500474
487,Jayuya,-66.58844533396962,18.210645912568413
488,Burleigh,-100.46873773736341,46.9774520619942
489,Rowan,-80.52477174849547,35.63947346318678
490,Iron,-88.53055286935083,46.20866708751957
491,Kandiyohi,-95.0047424624455,45.15238234505354
492,Wolfe,-83.49317515035244,37.73931959138268
493,Fayette,-96.91976171795089,29.876786793763145
494,Lawrence,-103.79222451534493,44.358627180488035
495,Washington,-67.60905948733149,44.96945910113647
496,Briscoe,-101.2085933051268,34.530264104688285
497,Ontonagon,-89.43473154431913,47.022184576531295
498,Carroll,-89.9201976987815,33.448525850609265
499,Benton,-123.42924906621212,44.491799042123326
500,Rock,-96.25320764709214,43.67463039719058
501,Indiana,-79.08754708673243,40.652051644286026
502,Lincoln,-92.66481528386356,32.60163737372143
503,Perry,-77.2622958161908,40.39840962007893
504,Ziebach,-101.66585843653215,44.98041185112209
505,Harrison,-94.37148655476028,32.54813319776777
506,Baraga,-88.3521803449012,46.699709448508784
507,Rogers,-95.6043730203236,36.37156188235037
508,Boone,-92.30968024967136,38.99061512726808
509,Mayagüez,-67.60506375832972,18.183101296930246
510,Caddo,-98.37515818780683,35.174406036079816
511,Jefferson,-105.2504667926862,39.58642840921786
512,Cabell,-82.24171667870513,38.42029687632563
513,Reagan,-101.52300841357271,31.366192129113635
514,Van Buren,-92.51568778969127,35.580655378958376
515,Summit,-106.11637913722237,39.63417080598881
516,Cowley,-96.83748917688915,37.237752660945674
517,Johnson,-93.45988115685162,35.570122741130675
518,Hamilton,-74.49735513364878,43.661121628958156
519,Craig,-80.21139542165834,37.481706390406586
520,Coleman,-99.45363765066229,31.77320686799633
521,Yukon-Koyukuk,-151.38961602491528,65.50865215477407
522,Navajo,-110.32139600381298,35.39957337135841
523,Lincoln,-90.45397124341663,31.532384393904568
524,Ochiltree,-100.8156539694243,36.27841371393085
525,Crane,-102.51556846027859,31.428497444479433
526,Big Horn,-107.99519876821621,44.526715213542566
527,Hickman,-87.47330822781252,35.80325067911117
528,Tunica,-90.37549870972578,34.65194955127757
529,Harrison,-93.99206372759272,40.354668583369495
530,Canóvanas,-65.8878876071212,18.328993222041365
531,Bartholomew,-85.89760297315814,39.20597057207058
532,Paulding,-84.86728850297587,33.920545554921134
533,Brown,-83.86742791872423,38.9340476575572
534,Putnam,-85.49519072402134,36.140832807245424
535,Ward,-101.5417844177211,48.2217054336405
536,Worcester,-71.90772662608578,42.35139508166351
537,Logan,-83.7658501733835,40.38847334316561
538,Kings,-119.81550270941356,36.07536045288318
539,San Diego,-116.77020466435005,33.02818639399159
540,Salinas,-66.26197566104392,17.972954013077906
541,Crawford,-83.98634232464649,32.71450166256473
542,Naguabo,-65.73609487484204,18.211030440499986
543,Cass,-94.3548163135388,38.64697844573492
544,Dutchess,-73.74286305164878,41.76514744063879
545,Washington,-96.40344376392052,30.21453042611463
546,Pueblo,-104.51284555477581,38.17342023451822
547,Douglas,-92.49880576617002,36.93259759477997
548,Bottineau,-100.83330401551949,48.79216779795276
549,Cumberland,-78.82756076708611,35.048611941967074
550,Hot Springs,-108.44209715080164,43.71892899649353
551,Alcona,-83.12900751524892,44.683623378086864
552,Placer,-120.71764593601242,39.06343138789465
553,Searcy,-92.69952451655732,35.91090601837632
554,Lynn,-101.81612383692757,33.176824440611895
555,Otsego,-75.03260595131492,42.63376356791822
556,Richmond,-79.74777802260813,35.00604835446355
557,Hoke,-79.23729071498069,35.01752900748102
558,Otoe,-96.134775419424,40.64850100441181
559,Cameron,-78.2037773985019,41.43680441009156
560,Dorchester,-80.40668575200337,33.079313059960235
561,Waseca,-93.58728322292404,44.022123654506494
562,Brule,-99.08093539633005,43.71805888369828
563,Warren,-85.77849803904826,35.678682709303224
564,Clark,-87.7877174065864,39.33357547231264
565,Robertson,-84.05202419754805,38.51881443892353
566,Lake,-89.49346679604977,36.33538436364781
567,Berkeley,-79.95215963900354,33.19732393429677
568,Garland,-93.15039965204296,34.57670175752396
569,Osage,-95.7269451410067,38.65232892154813
570,Trumbull,-80.76116026553322,41.31717409128335
571,Mills,-98.59546009393421,31.49519396741491
572,Oldham,-102.60287060318474,35.405034618128525
573,Butler,-79.91327081567394,40.91184867227867
574,Idaho,-115.46748731017132,45.844197698381606
575,Marion,-97.09689035887304,38.35887243645661
576,Buckingham,-78.52870732505853,37.57220775412753
